	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
7657	MITC Capital	Livremoi	MENA	North Africa	Morocco	MAR	MA	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.4	12-May	2012	0.0	
7658	KKR	Far East Horizon	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	5	12-May	2012	0.0	200.0
7659	ATLAMED	Entreprise Generale de Fumisterie Industrielle (EGFI)	MENA	North Africa	Morocco	MAR	MA	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	1	12-May	2012	0.0	
7660	Inventus Capital Partners	Fashionista Retail (Cbazaar.com)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	12-May	2012	1.0	
7661	Jacob Ballas Capital India	Karaikal Port	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth	39	12-May	2012	0.0	
7662	Warburg Pincus, Matrix Partners, Norwest Venture Partners (NVP)	Quikr	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	32	12-May	2012	0.0	
7663	iEurope Capital	KupiMe	CEE & CIS	Central & Eastern Europe (CEE)	Croatia	HRV	HR	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		12-May	2012	0.0	
7664	Kaszek Ventures	ComparaOnline	Latin America	South America	Chile	CHL	CL	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	12-May	2012	0.0	
7665	Ethos	Transaction Capital Payment Solutions (formerly The Kanderlane Group)	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	13	12-May	2012	0.0	31.99995209
7666	Navis Capital Partners	Nirula’s	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		12-May	2012	0.0	
7667	Navis Capital Partners	Adampak	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	88	12-May	2012	0.0	
7668	Goldman Sachs Merchant Banking Division (MBD)	Alok Industries	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	PIPE	4	12-May	2012	0.0	
7669	Everstone Capital, Helion Venture Partners	R&R Salons	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	11	12-May	2012	0.0	
7670	Accel Partners, Blume Ventures, Helion Venture Partners	Serendipity Infolabs (TaxiForSure)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	0.05	12-May	2012	0.0	
7671	The Abraaj Group	Asia Electric	CEE & CIS	Commonwealth of Independent States (CIS)	Kazakhstan	KAZ	KZ	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	5	12-May	2012	1.0	
7672	Pegasus Capital Advisors	Pure Biofuels del Peru	Latin America	South America	Peru	PER	PE	Oil & Gas	Oil & Gas	Alternative Energy	Alternative Fuels	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout		12-May	2012	0.0	
7673	IDM Venture Capital	Xfire	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	3	12-May	2012	0.0	
7674	LeapFrog Investments	Express Life Insurance Company	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout	6	12-May	2012	1.0	
7675	China Soft Capital (China Soft Investment Corporation)	Shanghai Nongyi Digital Engineering Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		12-May	2012	0.0	
7676	Creador	OldTown White Coffee	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	PIPE	15	12-May	2012	0.0	28.3
7677	Hahn & Company	Coavis	Asia	East Asia	South Korea	KOR	KR	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		12-May	2012	0.0	
7678	Gobi Partners, Matrix Partners	Pinguo Technology (Camera360)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	12-May	2012	0.0	
7679	IDG Capital Partners (IDGVC), Ventech	Secoo	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	30	12-May	2012	0.0	
7680	VTB Capital	Zapadnaya Gold Mining	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Basic Materials	Basic Resources	Mining	Gold Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth		12-May	2012	0.0	
7681	Baring Vostok Capital Partners	Tinkoff Bank	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	50	12-May	2012	1.0	
7682	ADM Capital	Prista Oil Group	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	64	12-May	2012	1.0	
7683	BTG Pactual	Leader Participacoes	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout	162	12-May	2012	0.0	
7684	CD Capital	Brazil Potash Corp. (BPC)	Latin America	South America	Brazil	BRA	BR	Basic Materials	Basic Resources	Mining	General Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth	25	12-May	2012	0.0	
7685	Aurus , Austral Capital	Junar	Latin America	South America	Chile	CHL	CL	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	12-May	2012	0.0	
7686	Redpoint Ventures	Multi Union Outwit Network Technology (Domob)	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		12-May	2012	0.0	
7687	US Venture Partners (USVP), DFJ DragonFund, Tano Capital	AltoBeam Technology Co., Ltd.	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Semiconductors	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	6	12-May	2012	0.0	
7688	New Asia Investments	Stella Specialty Chemicals	Asia	Southeast Asia	Singapore	SGP	SG	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Venture Capital		12-May	2012	0.0	
7689	Baird Capital	Henan Bingxiong Refrigerated Truck Co., Ltd (Ice Bear)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Commercial Vehicles & Trucks	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		12-May	2012	0.0	
7690	GL Capital Management	Lee's Pharmaceutical Holdings	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	PIPE	20	12-May	2012	0.0	
7691	Fenix Partners	Romipak	Latin America	South America	Argentina	ARG	AR	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	3	12-May	2012	0.0	
7692	GSR Ventures	SunSun Lighting	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	30	12-May	2012	0.0	
7693	Hony Capital	Haichang	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	81	12-May	2012	0.0	
7694	Nexxus Capital	PriceTravel	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		12-May	2012	0.0	
7695	iNovia Capital, Accel Partners, Blumberg Capital, Metamorphic Ventures	Lenddo	Asia	Southeast Asia	Philippines	PHL	PH	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	8	12-May	2012	0.0	
7696	SPE Capital Partners	Sotipapier	MENA	North Africa	Tunisia	TUN	TN	Basic Materials	Basic Resources	Forestry & Paper	Paper	Paper & Forest Products	J Pulp & Paper	Pulp & Paper	Private Equity	Buyout	24	12-May	2012	1.0	
7697	Insight Venture Partners	Hotel Urbano	Latin America	South America	Brazil	BRA	BR	Consumer Services	Travel & Leisure	Travel & Leisure	Hotels	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		12-May	2012	0.0	
7698	Lightspeed Venture Partners, CDH Investments	Tujia.com	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		12-May	2012	0.0	
7699	glendonTodd Capital	Toutatis	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		12-May	2012	0.0	
7700	Hahn & Company	Daehan Cement	Asia	East Asia	South Korea	KOR	KR	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Buyout	65	12-May	2012	0.0	
7701	Ambit Pragma Ventures	Neo Milk Products	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout	9	12-May	2012	1.0	
7702	Kaszek Ventures	HelpSaude	Latin America	South America	Brazil	BRA	BR	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		12-May	2012	0.0	
7703	African Capital Alliance	eTranzact	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	2	12-May	2012	1.0	
7704	AppWorks Ventures	Net Publishing	Asia	East Asia	Taiwan	TWN	TW	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		12-Apr	2012	0.0	
7705	Enfoca Inversiones	Grupo Salud Del Peru	Latin America	South America	Peru	PER	PE	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	32	12-Apr	2012	0.0	
7706	Global Finance	Green Group	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Buyout		12-Apr	2012	0.0	
7707	MENA Infrastructure	Qurayyah Independent Power Project (QIPP)	MENA	Middle East	Saudi Arabia	SAU	SA	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		12-Apr	2012	0.0	
7708	ChrysCapital	Federal Bank	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	63	12-Apr	2012	0.0	80.0
7709	PineBridge Investments	InPost (easyPack)	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	66	12-Apr	2012	0.0	
7710	PENM Partners	Masan Group	Asia	Southeast Asia	Vietnam	VNM	VN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	19	12-Apr	2012	0.0	333.22
7711	Matrix Partners	Momo	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	5	12-Apr	2012	0.0	
7712	PAG	Haitong International Securities	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	150	12-Apr	2012	0.0	373.6013255
7713	3TS Capital Partners	Piano Media	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	12-Apr	2012	0.0	
7714	AfricInvest	Tejra	MENA	North Africa	Tunisia	TUN	TN	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Venture Capital	15	12-Apr	2012	1.0	
7715	Unitus Seed Fund	VillFarm Agrisolutions (Formerly Villgro Innovation Marketing)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		12-Apr	2012	0.0	
